###Instituição; Cod.IBGE; UF; População; Top 1 CATEGORY; Top 1 %; Top 1 VALUE; Top 1 CENTROID; Top 1 DIFF ; Top 2 CATEGORY; Top 2 %; Top 2 VALUE; Top 2 CENTROID; Top 2 DIFF ; Top 3 CATEGORY; Top 3 %; Top 3 VALUE; Top 3 CENTROID; Top 3 DIFF ; Top 4 CATEGORY; Top 4 %; Top 4 VALUE; Top 4 CENTROID; Top 4 DIFF ; Top 5 CATEGORY; Top 5 %; Top 5 VALUE; Top 5 CENTROID; Top 5 DIFF ; lof_absoluto_suav_norm
Prefeitura Municipal de Lagoa Santa - GO;  5212253;  GO;  1406; Transporte; 16.33%; 1523247.49; 780451.91; 742795.58; Agricultura; 14.42%; 0; 655840.54; -655840.54; Urbanismo; 12.00%; 83000.00; 628913.15; -545913.15; Previdência Social; 11.33%; 661713.25; 146442.90; 515270.35; Educação; 09.14%; 2394754.47; 1979035.55; 415718.92;  1.33
Prefeitura Municipal de Grupiara - MG;  3127909;  MG;  1415; Transporte; 16.08%; 82807.58; 778569.92; -695762.34; Urbanismo; 14.48%; 1290007.35; 663870.03; 626137.32; Administração; 11.21%; 2405889.84; 1920973.64; 484916.20; Saúde; 07.64%; 2650194.78; 2319623.33; 330571.45; Essencial à Justiça; 07.20%; 325222.40; 13878.18; 311344.22;  1.15
Prefeitura Municipal de Jardim Olinda - PR;  4112603;  PR;  1416; Urbanismo; 19.20%; 1504210.44; 657952.33; 846258.11; Agricultura; 13.98%; 62440.48; 678874.33; -616433.85; Legislativa; 10.16%; 0; 448084.29; -448084.29; Transporte; 09.87%; 348520.81; 783642.90; -435122.09; Administração; 08.42%; 1572720.10; 1944039.97; -371319.87;  1.06
Prefeitura Municipal de Cachoeira de Goiás - GO;  5204201;  GO;  1430; Educação; 24.90%; 1099555.57; 1966001.69; -866446.12; Agricultura; 15.95%; 124087.92; 679071.31; -554983.39; Previdência Social; 09.12%; 480756.30; 163296.99; 317459.31; Administração; 08.41%; 2236669.35; 1943924.77; 292744.58; Transporte; 06.16%; 559696.91; 773938.95; -214242.04;  1.11
Prefeitura Municipal de União da Serra - RS;  4322350;  RS;  1434; Agricultura; 18.97%; 1260086.55; 650356.72; 609729.83; Educação; 18.05%; 1380339.45; 1960332.81; -579993.36; Previdência Social; 14.07%; 621340.55; 169264.14; 452076.41; Transporte; 11.71%; 1135436.58; 759108.06; 376328.52; Administração; 07.50%; 1704527.93; 1945521.21; -240993.28;  1.06
Prefeitura Municipal de Lajeado Grande - SC;  4209458;  SC;  1479; Transporte; 20.28%; 1666525.59; 732228.96; 934296.63; Agricultura; 15.11%; 1347797.62; 651789.41; 696008.21; Assistência Social; 10.01%; 997305.16; 536317.03; 460988.13; Urbanismo; 10.00%; 233045.82; 693548.08; -460502.26; Educação; 08.71%; 1581692.30; 1983141.18; -401448.88;  1.15
Prefeitura Municipal de Serra Nova Dourada - MT;  5107883;  MT;  1492; Administração; 29.62%; 3412524.01; 1883922.13; 1528601.88; Urbanismo; 13.49%; 0; 696006.75; -696006.75; Agricultura; 11.21%; 86494.06; 665193.28; -578699.22; Transporte; 10.19%; 239969.19; 765909.48; -525940.29; Legislativa; 08.75%; 0; 451720.36; -451720.36;  1.20
Prefeitura Municipal de Nova Aliança do Ivaí - PR;  4116505;  PR;  1509; Transporte; 15.28%; 177659.47; 782799.07; -605139.60; Urbanismo; 12.25%; 1146515.57; 661098.03; 485417.54; Saúde; 10.27%; 2716982.08; 2310268.71; 406713.37; Educação; 08.37%; 2316303.27; 1984789.34; 331513.93; Encargos Especiais; 07.44%; 428909.13; 134101.42; 294807.71;  1.04
Prefeitura Municipal de Doresópolis - MG;  3123403;  MG;  1512; Transporte; 33.83%; 1674195.59; 744031.51; 930164.08; Educação; 16.27%; 2427652.42; 1980246.72; 447405.70; Agricultura; 12.50%; 308617.99; 652333.41; -343715.42; Administração; 05.26%; 2075059.69; 1930441.98; 144617.71; Energia; 05.12%; 168373.94; 27636.04; 140737.90;  1.02
Prefeitura Municipal de Santa Salete - SP;  3547650;  SP;  1517; Transporte; 15.71%; 352581.06; 755138.88; -402557.82; Urbanismo; 14.95%; 1027959.19; 644926.93; 383032.26; Educação; 12.05%; 2276559.69; 1967958.94; 308600.75; Previdência Social; 07.14%; 345127.12; 162253.62; 182873.50; Assistência Social; 06.81%; 703661.79; 529120.70; 174541.09;  1.06
Prefeitura Municipal de São Félix do Tocantins - TO;  1720150;  TO;  1532; Transporte; 17.29%; 0; 755897.10; -755897.10; Gestão Ambiental; 14.88%; 710908.48; 60146.48; 650762.00; Urbanismo; 13.71%; 72542.47; 672149.18; -599606.71; Agricultura; 11.39%; 140705.31; 638563.19; -497857.88; Saúde; 08.11%; 1967694.58; 2322143.94; -354449.36;  1.29
Prefeitura Municipal de Montauri - RS;  4312351;  RS;  1562; Transporte; 25.65%; 2068915.23; 718962.98; 1349952.25; Agricultura; 18.18%; 1560359.45; 603840.03; 956519.42; Administração; 10.72%; 1362348.41; 1926566.28; -564217.87; Saneamento; 08.17%; 537287.80; 107498.76; 429789.04; Urbanismo; 07.42%; 1038747.83; 648152.90; 390594.93;  1.14
Prefeitura Municipal de Coqueiro Baixo - RS;  4305835;  RS;  1564; Agricultura; 21.62%; 1641223.27; 605275.90; 1035947.37; Transporte; 19.37%; 1643933.84; 715928.93; 928004.91; Administração; 15.46%; 1186961.75; 1927743.23; -740781.48; Urbanismo; 13.44%; 53076.93; 697038.16; -643961.23; Educação; 05.92%; 1708903.28; 1992369.83; -283466.55;  1.07
Prefeitura Municipal de Paiva - MG;  3146602;  MG;  1587; Administração; 18.75%; 1267207.57; 1941237.10; -674029.53; Transporte; 16.63%; 132065.40; 730142.14; -598076.74; Educação; 11.83%; 1567833.32; 1993383.52; -425550.20; Saneamento; 11.15%; 506783.51; 105806.73; 400976.78; Urbanismo; 08.34%; 968732.60; 668947.39; 299785.21;  1.18
Prefeitura Municipal de Carlos Gomes - RS;  4304853;  RS;  1588; Agricultura; 18.06%; 1290545.02; 603916.70; 686628.32; Urbanismo; 16.87%; 52700.68; 694352.56; -641651.88; Educação; 12.13%; 1541979.56; 2003428.78; -461449.22; Administração; 10.48%; 1538453.52; 1937074.87; -398621.35; Saúde; 09.52%; 1951715.50; 2313897.91; -362182.41;  1.09
Prefeitura Municipal de Tupanci do Sul - RS;  4322186;  RS;  1591; Educação; 19.52%; 2707631.12; 1976345.64; 731285.48; Urbanismo; 16.12%; 90193.16; 694142.14; -603948.98; Transporte; 14.69%; 1245823.55; 695266.50; 550557.05; Administração; 11.17%; 1513989.61; 1932385.61; -418396.00; Saúde; 08.07%; 2016091.96; 2318395.64; -302303.68;  1.07
Prefeitura Municipal de Flor do Sertão - SC;  4205357;  SC;  1603; Transporte; 17.54%; 1293790.38; 713851.06; 579939.32; Educação; 17.01%; 2550776.71; 1988358.49; 562418.22; Administração; 12.21%; 1520489.35; 1924194.17; -403704.82; Saúde; 11.19%; 2681621.59; 2311715.19; 369906.40; Urbanismo; 08.86%; 964894.01; 672103.60; 292790.41;  1.05
Prefeitura Municipal de Santana da Ponte Pensa - SP;  3547205;  SP;  1610; Previdência Social; 17.86%; 647927.26; 166360.08; 481567.18; Agricultura; 12.18%; 298253.42; 626628.77; -328375.35; Saúde; 11.50%; 2619120.31; 2309027.40; 310092.91; Administração; 11.20%; 1626996.87; 1929015.93; -302019.06; Transporte; 08.30%; 503415.69; 727325.21; -223909.52;  1.07
Prefeitura Municipal de Vista Alegre do Prata - RS;  4323606;  RS;  1613; Administração; 15.00%; 2553996.92; 1910106.23; 643890.69; Urbanismo; 10.62%; 248576.89; 704504.49; -455927.60; Educação; 10.31%; 1599071.97; 2041463.39; -442391.42; Desporto e Lazer; 08.51%; 499715.74; 134359.18; 365356.56; Saneamento; 07.96%; 441167.01; 99609.89; 341557.12;  1.01
Prefeitura Municipal de Guabiju - RS;  4309258;  RS;  1618; Administração; 18.72%; 2947958.44; 1888705.47; 1059252.97; Educação; 16.59%; 1110354.69; 2048821.63; -938466.94; Urbanismo; 11.77%; 35488.85; 701407.67; -665918.82; Cultura; 10.39%; 695238.21; 107374.94; 587863.27; Transporte; 08.64%; 1202977.57; 714029.81; 488947.76;  1.14
Prefeitura Municipal de São João da Paraúna - GO;  5220058;  GO;  1623; Previdência Social; 16.96%; 579034.22; 174797.40; 404236.82; Agricultura; 15.82%; 246386.07; 623527.81; -377141.74; Habitação; 09.86%; 272061.23; 37032.60; 235028.63; Legislativa; 09.05%; 664958.39; 449170.40; 215787.99; Trabalho; 05.54%; 144886.16; 12756.64; 132129.52;  1.18
Prefeitura Municipal de Lagoa dos Três Cantos - RS;  4311270;  RS;  1649; Transporte; 18.50%; 1481991.09; 738769.50; 743221.59; Educação; 15.63%; 2654472.28; 2026863.05; 627609.23; Despesas (Intraorçamentárias); 15.15%; 651293.28; 42885.97; 608407.31; Saúde; 08.90%; 2667069.81; 2309603.20; 357466.61; Previdência Social; 06.22%; 424331.69; 174483.42; 249848.27;  1.09
Prefeitura Municipal de Trabiju - SP;  3554755;  SP;  1650; Educação; 39.27%; 4375718.90; 1999077.23; 2376641.67; Urbanismo; 16.43%; 1657836.80; 663674.33; 994162.47; Transporte; 12.46%; 0; 754052.14; -754052.14; Desporto e Lazer; 07.19%; 568750.54; 133421.07; 435329.47; Cultura; 05.59%; 447848.95; 109755.73; 338093.22;  1.02
Prefeitura Municipal de Fernão - SP;  3515657;  SP;  1658; Saúde; 13.34%; 2786039.34; 2315890.20; 470149.14; Administração; 09.79%; 1546578.12; 1891615.56; -345037.44; Previdência Social; 09.10%; 504055.93; 183367.41; 320688.52; Urbanismo; 08.67%; 983541.19; 678010.39; 305530.80; Educação; 08.48%; 2323940.74; 2025110.93; 298829.81;  1.07
Prefeitura Municipal de Crixás do Tocantins - TO;  1706258;  TO;  1666; Urbanismo; 21.01%; 68816.63; 681543.44; -612726.81; Agricultura; 17.26%; 119253.49; 622669.70; -503416.21; Administração; 07.94%; 1652727.30; 1884435.89; -231708.59; Educação; 07.14%; 2235824.04; 2027482.16; 208341.88; Transporte; 06.93%; 575879.50; 778159.76; -202280.26;  1.09
Prefeitura Municipal de Paial - SC;  4211876;  SC;  1668; Saúde; 18.00%; 2937131.99; 2305419.21; 631712.78; Transporte; 15.87%; 1313684.65; 756865.70; 556818.95; Agricultura; 15.60%; 1150583.39; 603154.55; 547428.84; Assistência Social; 09.95%; 866377.85; 517069.37; 349308.48; Administração; 09.05%; 1569373.25; 1886840.29; -317467.04;  1.05
Prefeitura Municipal de Presidente Castello Branco - SC;  4213906;  SC;  1670; Agricultura; 35.19%; 1808402.83; 590724.99; 1217677.84; Comércio e Serviços; 22.97%; 811683.11; 16926.40; 794756.71; Transporte; 11.15%; 1134882.11; 749004.34; 385877.77; Previdência Social; 05.31%; 0; 183897.29; -183897.29; Encargos Especiais; 04.11%; 0; 142144.37; -142144.37;  1.13
Prefeitura Municipal de Antônio Prado de Minas - MG;  3103108;  MG;  1685; Educação; 24.87%; 1346496.57; 2053071.32; -706574.75; Transporte; 14.43%; 350734.61; 760595.56; -409860.95; Administração; 07.22%; 2076694.28; 1871692.33; 205001.95; Previdência Social; 06.69%; 0; 189992.48; -189992.48; Agricultura; 06.60%; 424130.64; 611569.70; -187439.06;  1.05
Prefeitura Municipal de Jardinópolis - SC;  4208955;  SC;  1697; Agricultura; 34.86%; 2208743.82; 583858.14; 1624885.68; Indústria; 11.34%; 557439.53; 28687.83; 528751.70; Urbanismo; 10.47%; 187855.70; 676007.11; -488151.41; Administração; 09.54%; 1427453.75; 1872086.41; -444632.66; Transporte; 06.30%; 1049878.56; 756281.04; 293597.52;  1.05
Prefeitura Municipal de Linha Nova - RS;  4311643;  RS;  1697; Administração; 27.63%; 3559579.46; 1842993.94; 1716585.52; Transporte; 12.51%; 15605.25; 792726.23; -777120.98; Urbanismo; 08.71%; 133554.13; 674629.89; -541075.76; Saúde; 08.36%; 1806118.60; 2325491.92; -519373.32; Assistência Social; 07.52%; 57764.05; 525085.84; -467321.79;  1.26
Prefeitura Municipal de Santa Cecília do Sul - RS;  4316733;  RS;  1699; Transporte; 26.04%; 2002518.64; 778539.18; 1223979.46; Saúde; 22.77%; 3383866.58; 2313289.36; 1070577.22; Habitação; 12.39%; 611057.61; 28461.79; 582595.82; Urbanismo; 07.95%; 290876.86; 664820.80; -373943.94; Saneamento; 05.03%; 341078.09; 104421.09; 236657.00;  1.18
Prefeitura Municipal de Gentil - RS;  4308854;  RS;  1714; Desporto e Lazer; 28.10%; 1105423.26; 132152.79; 973270.47; Urbanismo; 10.83%; 284340.98; 659221.94; -374880.96; Gestão Ambiental; 07.29%; 320083.24; 67474.39; 252608.85; Indústria; 06.66%; 263678.39; 32884.42; 230793.97; Assistência Social; 05.51%; 326851.71; 517757.65; -190905.94;  1.05
Prefeitura Municipal de Moiporá - GO;  5213400;  GO;  1724; Educação; 28.86%; 1221143.31; 2079741.08; -858597.77; Previdência Social; 14.79%; 620638.09; 180510.09; 440128.00; Administração; 09.65%; 2160657.11; 1873711.34; 286945.77; Transporte; 08.99%; 533387.57; 800779.88; -267392.31; Assistência Social; 07.56%; 300769.14; 525807.20; -225038.06;  1.30
Prefeitura Municipal de União Paulista - SP;  3555703;  SP;  1733; Despesas (Intraorçamentárias); 16.30%; 664248.33; 62023.65; 602224.68; Saúde; 12.40%; 2787427.73; 2329350.03; 458077.70; Previdência Social; 11.15%; 609725.48; 197768.62; 411956.86; Transporte; 09.26%; 452281.67; 794248.55; -341966.88; Agricultura; 07.73%; 348949.88; 634614.46; -285664.58;  1.16
Prefeitura Municipal de Tigrinhos - SC;  4217956;  SC;  1733; Desporto e Lazer; 16.20%; 597826.92; 142876.00; 454950.92; Agricultura; 13.72%; 1005151.48; 619930.91; 385220.57; Urbanismo; 10.79%; 961151.65; 658107.04; 303044.61; Encargos Especiais; 09.57%; 421784.77; 153120.28; 268664.49; Previdência Social; 07.35%; 0; 206478.99; -206478.99;  1.02
Prefeitura Municipal de Ponte Preta - RS;  4314787;  RS;  1743; Educação; 18.62%; 1327742.30; 2105713.16; -777970.86; Indústria; 18.37%; 793499.72; 26073.92; 767425.80; Agricultura; 14.93%; 1224491.58; 600622.26; 623869.32; Saúde; 08.66%; 1993766.33; 2355782.56; -362016.23; Transporte; 07.94%; 1106299.37; 774424.92; 331874.45;  1.04
Prefeitura Municipal de Coronel Pilar - RS;  4305934;  RS;  1747; Urbanismo; 35.84%; 2828110.22; 645503.09; 2182607.13; Transporte; 13.09%; 0; 797157.85; -797157.85; Administração; 11.50%; 2563106.07; 1862590.36; 700515.71; Educação; 10.84%; 1448554.75; 2108522.23; -659967.48; Despesas (Intraorçamentárias); 06.06%; 434556.25; 65304.96; 369251.29;  1.25
Prefeitura Municipal de Nicolau Vergueiro - RS;  4312674;  RS;  1760; Agricultura; 18.42%; 1285405.35; 600793.71; 684611.64; Educação; 15.72%; 1541586.93; 2125686.95; -584100.02; Transporte; 13.17%; 1272567.01; 782987.40; 489579.61; Saneamento; 13.02%; 580945.43; 97022.35; 483923.08; Administração; 07.09%; 2125788.71; 1862345.47; 263443.24;  1.24
Prefeitura Municipal de Passabém - MG;  3147501;  MG;  1764; Educação; 18.38%; 1226839.13; 2115578.39; -888739.26; Administração; 17.48%; 1024977.19; 1870246.45; -845269.26; Saúde; 17.35%; 3203154.13; 2364314.89; 838839.24; Urbanismo; 12.13%; 1257489.72; 671022.30; 586467.42; Agricultura; 12.00%; 37736.99; 618264.63; -580527.64;  1.37
Prefeitura Municipal de Porto Vera Cruz - RS;  4315073;  RS;  1764; Previdência Social; 18.52%; 1184051.50; 230554.52; 953496.98; Administração; 14.54%; 2602689.74; 1854065.70; 748624.04; Educação; 12.64%; 1467927.07; 2118556.44; -650629.37; Saúde; 12.54%; 1724977.27; 2370552.72; -645575.45; Urbanismo; 10.47%; 139956.45; 678931.08; -538974.63;  1.08
Prefeitura Municipal de Dirce Reis - SP;  3513850;  SP;  1766; Despesas (Intraorçamentárias); 21.18%; 641583.60; 72101.97; 569481.63; Administração; 13.93%; 1486816.25; 1861442.45; -374626.20; Previdência Social; 13.10%; 584337.19; 232253.92; 352083.27; Assistência Social; 07.29%; 692479.65; 496597.12; 195882.53; Agricultura; 06.12%; 465484.44; 629914.06; -164429.62;  1.01
Prefeitura Municipal de São José do Brejo do Cruz - PB;  2514651;  PB;  1767; Educação; 24.20%; 3256487.66; 2107788.65; 1148699.01; Urbanismo; 18.19%; 1514236.18; 650526.36; 863709.82; Transporte; 16.81%; 0; 797969.05; -797969.05; Administração; 14.89%; 1165257.79; 1872289.33; -707031.54; Agricultura; 04.18%; 806836.72; 608181.85; 198654.87;  1.06
Prefeitura Municipal de Senador José Bento - MG;  3165800;  MG;  1769; Agricultura; 17.94%; 47275.78; 602571.06; -555295.28; Administração; 14.76%; 1415425.86; 1872229.46; -456803.60; Saúde; 13.30%; 1938516.61; 2350209.38; -411692.77; Educação; 11.25%; 1779403.91; 2127649.35; -348245.44; Previdência Social; 07.67%; 0; 237284.57; -237284.57;  1.07
Prefeitura Municipal de Capão Bonito do Sul - RS;  4304622;  RS;  1776; Educação; 15.56%; 3003897.31; 2114340.54; 889556.77; Transporte; 13.76%; 1548079.33; 761431.36; 786647.97; Administração; 11.82%; 2520800.74; 1845039.73; 675761.01; Gestão Ambiental; 10.44%; 665078.38; 67869.84; 597208.54; Urbanismo; 10.33%; 97086.69; 687781.51; -590694.82;  1.30
Prefeitura Municipal de Santa Tereza - RS;  4317251;  RS;  1781; Saneamento; 17.65%; 868364.10; 103529.75; 764834.35; Urbanismo; 15.55%; 825.90; 674419.03; -673593.13; Transporte; 11.57%; 302189.57; 803308.15; -501118.58; Administração; 09.97%; 2282091.57; 1849926.53; 432165.04; Assistência Social; 09.39%; 84548.56; 491500.38; -406951.82;  1.30
Prefeitura Municipal de Lavandeira - TO;  1712157;  TO;  1782; Educação; 24.76%; 1190189.29; 2130855.45; -940666.16; Transporte; 21.11%; 0; 802037.78; -802037.78; Agricultura; 08.29%; 307167.25; 622023.33; -314856.08; Urbanismo; 07.93%; 361916.50; 663099.23; -301182.73; Previdência Social; 06.61%; 0; 251204.85; -251204.85;  1.11
Prefeitura Municipal de Santa Inês - PR;  4123600;  PR;  1784; Agricultura; 15.73%; 99765.11; 624341.24; -524576.13; Urbanismo; 14.84%; 1132289.14; 637408.77; 494880.37; Legislativa; 14.16%; 0; 472450.32; -472450.32; Transporte; 11.55%; 442743.39; 827891.44; -385148.05; Previdência Social; 07.32%; 483402.85; 239368.70; 244034.15;  1.22
Prefeitura Municipal de Consolação - MG;  3118502;  MG;  1801; Administração; 16.00%; 1321965.55; 1872458.16; -550492.61; Agricultura; 13.19%; 183166.47; 636799.27; -453632.80; Previdência Social; 09.95%; 580226.00; 237985.52; 342240.48; Urbanismo; 08.96%; 342555.51; 650709.95; -308154.44; Saúde; 08.62%; 2068033.67; 2364536.14; -296502.47;  1.08
Prefeitura Municipal de Mato Queimado - RS;  4312179;  RS;  1808; Urbanismo; 39.46%; 2351171.28; 612690.42; 1738480.86; Transporte; 16.45%; 127109.24; 851812.86; -724703.62; Educação; 08.51%; 2530456.85; 2155714.92; 374741.93; Previdência Social; 05.59%; 0; 246274.46; -246274.46; Cultura; 04.41%; 310723.94; 116657.49; 194066.45;  1.27
Prefeitura Municipal de Parari - PB;  2510659;  PB;  1809; Administração; 19.57%; 2763645.59; 1861355.59; 902290.00; Transporte; 18.65%; 0; 859516.26; -859516.26; Urbanismo; 13.37%; 39610.96; 655918.51; -616307.55; Encargos Especiais; 08.01%; 532100.04; 162622.86; 369477.18; Saúde; 06.99%; 2064774.50; 2386819.28; -322044.78;  1.08
Prefeitura Municipal de Vitória Brasil - SP;  3556958;  SP;  1815; Assistência Social; 22.71%; 1314373.45; 472200.78; 842172.67; Transporte; 17.55%; 211510.99; 862137.71; -650626.72; Urbanismo; 15.46%; 1201009.98; 627687.16; 573322.82; Educação; 09.70%; 2540109.86; 2180442.04; 359667.82; Previdência Social; 06.68%; 0; 247775.59; -247775.59;  1.04
Prefeitura Municipal de Santo Antônio do Rio Abaixo - MG;  3160504;  MG;  1818; Educação; 17.89%; 1598258.11; 2204130.22; -605872.11; Transporte; 15.03%; 339744.52; 848641.76; -508897.24; Agricultura; 11.73%; 213021.47; 610145.79; -397124.32; Administração; 07.87%; 1640634.14; 1906988.56; -266354.42; Previdência Social; 07.65%; 517695.64; 258771.78; 258923.86;  1.07
Prefeitura Municipal de Macieira - SC;  4210050;  SC;  1823; Transporte; 24.14%; 1839721.86; 819794.76; 1019927.10; Administração; 11.17%; 1455590.52; 1927629.88; -472039.36; Despesas (Intraorçamentárias); 09.71%; 513096.25; 102968.22; 410128.03; Urbanismo; 09.32%; 268569.12; 662493.50; -393924.38; Desporto e Lazer; 09.07%; 536563.14; 153155.11; 383408.03;  1.07
Prefeitura Municipal de Canudos do Vale - RS;  4304614;  RS;  1834; Agricultura; 16.10%; 1089736.96; 590062.30; 499674.66; Administração; 13.12%; 2320007.16; 1912832.36; 407174.80; Saúde; 10.03%; 2087946.24; 2399281.75; -311335.51; Assistência Social; 10.03%; 181878.64; 493287.37; -311408.73; Previdência Social; 08.99%; 0; 278954.57; -278954.57;  1.09
Prefeitura Municipal de Paulistânia - SP;  3536570;  SP;  1837; Educação; 32.34%; 3862803.07; 2188940.09; 1673862.98; Urbanismo; 27.25%; 2053286.60; 642450.61; 1410835.99; Agricultura; 05.58%; 311953.77; 600600.40; -288646.63; Previdência Social; 05.50%; 0; 284726.61; -284726.61; Administração; 04.23%; 1702524.44; 1921337.74; -218813.30;  0.99
Prefeitura Municipal de Pedro Teixeira - MG;  3149408;  MG;  1840; Administração; 30.21%; 977220.14; 1939077.48; -961857.34; Urbanismo; 11.60%; 299413.70; 668740.88; -369327.18; Saneamento; 10.40%; 444012.45; 113046.07; 330966.38; Previdência Social; 09.89%; 588836.89; 274075.71; 314761.18; Transporte; 07.38%; 585361.96; 820258.89; -234896.93;  1.05
Prefeitura Municipal de Alto Alegre - RS;  4300554;  RS;  1841; Urbanismo; 14.22%; 175152.62; 680168.88; -505016.26; Administração; 13.58%; 1430582.66; 1912948.76; -482366.10; Saúde; 12.16%; 1962780.64; 2394839.89; -432059.25; Educação; 11.12%; 1836369.22; 2231356.11; -394986.89; Transporte; 10.98%; 1199461.44; 809510.69; 389950.75;  1.06
